# German main-verb lemma frequency ranking (top 5000).
# Source: UD German-HDT (Universal Dependencies release of the Hamburg
#   Dependency Treebank), https://github.com/UniversalDependencies/UD_German-HDT
#   License: CC BY-SA 4.0 — this derived list is likewise CC BY-SA 4.0.
# Method: XPOS VV* tokens; PTKVZ separable prefixes re-attached to head lemma;
#   lemmas lowercased and restricted to /^[a-zäöüß]+n$/. See docs/adr/0009.
# Extracted: 2026-07-23 by tools/extract-verb-frequency.mjs.
rank,lemma,freq
1397,anmahnen,19
1398,auflaufen,19
1399,aufmachen,19
1400,auslassen,19
1401,auslasten,19
1402,avancieren,19
1403,berappen,19
1404,beschneiden,19
1405,davonkommen,19
1406,durchhalten,19
1407,einlösen,19
1408,emulieren,19
1409,gegenübersehen,19
1410,gleichkommen,19
1411,haften,19
1412,herbeiführen,19
1413,offenlassen,19
1414,präzisieren,19
1415,recherchieren,19
1416,singen,19
1417,springen,19
1418,subventionieren,19
1419,taugen,19
1420,überführen,19
1421,überspielen,19
1422,untermauern,19
1423,unterschreiten,19
1424,verantworten,19
1425,verwehren,19
1426,wandern,19
1427,weiterverkaufen,19
1428,zurückliegen,19
1429,zurückverfolgen,19
1430,abraten,18
1431,abstrafen,18
1432,andauern,18
1433,anfechten,18
1434,anmerken,18
1435,ausreifen,18
1436,bestaunen,18
1437,danken,18
1438,dazugehören,18
1439,deuten,18
1440,drosseln,18
1441,durchschlagen,18
1442,einarbeiten,18
1443,einberufen,18
1444,einhergehen,18
1445,einsammeln,18
1446,erschüttern,18
1447,festigen,18
1448,gleichsetzen,18
1449,hinlegen,18
1450,hinzugewinnen,18
1451,klingeln,18
1452,konvertieren,18
1453,küren,18
1454,mitspielen,18
1455,modernisieren,18
1456,niederschlagen,18
1457,preisen,18
1458,reflektieren,18
1459,reisen,18
1460,rekrutieren,18
1461,scannen,18
1462,schmücken,18
1463,schocken,18
1464,sichten,18
1465,trainieren,18
1466,umstrukturieren,18
1467,untergehen,18
1468,untergraben,18
1469,variieren,18
1470,verbraten,18
1471,verneinen,18
1472,verordnen,18
1473,verschreiben,18
1474,verwechseln,18
1475,wachen,18
1476,weiterlaufen,18
1477,wiederherstellen,18
1478,zugestehen,18
1479,zurückverweisen,18
1480,abblocken,17
1481,abkaufen,17
1482,abonnieren,17
1483,abrutschen,17
1484,absprechen,17
1485,adressieren,17
1486,alarmieren,17
1487,andenken,17
1488,anlangen,17
1489,aussperren,17
1490,ausspielen,17
1491,bereinigen,17
1492,dahinstellen,17
1493,dekodieren,17
1494,einlenken,17
1495,einschlagen,17
1496,entgegenstehen,17
1497,gleichstellen,17
1498,konstruieren,17
1499,kontaktieren,17
1500,mißbrauchen,17
1501,missen,17
1502,prämieren,17
1503,provozieren,17
1504,purzeln,17
1505,rekonstruieren,17
1506,schimpfen,17
1507,schmälern,17
1508,schulen,17
1509,spalten,17
1510,täuschen,17
1511,überreichen,17
1512,übertreiben,17
1513,veralten,17
1514,verbrennen,17
1515,vereinheitlichen,17
1516,vorfinden,17
1517,vorrechnen,17
1518,vortragen,17
1519,widerlegen,17
1520,abziehen,16
1521,anbahnen,16
1522,anhängen,16
1523,anwerben,16
1524,ausbremsen,16
1525,beharren,16
1526,benachrichtigen,16
1527,bescheiden,16
1528,cracken,16
1529,durchringen,16
1530,einfrieren,16
1531,einrechnen,16
1532,einstreichen,16
1533,entfalten,16
1534,erkunden,16
1535,essen,16
1536,fälschen,16
1537,freisprechen,16
1538,kennenlernen,16
1539,krönen,16
1540,mausern,16
1541,mutmaßen,16
1542,rätseln,16
1543,reparieren,16
1544,sacken,16
1545,schwanken,16
1546,sortieren,16
1547,tagen,16
1548,überflügeln,16
1549,umziehen,16
1550,unterlassen,16
1551,verbandeln,16
1552,verfahren,16
1553,verfünffachen,16
1554,verifizieren,16
1555,versammeln,16
1556,voranbringen,16
1557,wiederspiegeln,16
1558,zusammenfinden,16
1559,zusammenschalten,16
1560,abarbeiten,15
1561,abstecken,15
1562,ahnen,15
1563,amortisieren,15
1564,anbrechen,15
1565,anzweifeln,15
1566,aufpeppen,15
1567,ausloten,15
1568,beleben,15
1569,bewerkstelligen,15
1570,dagegenhalten,15
1571,dazukommen,15
1572,durchblicken,15
1573,ehren,15
1574,einschreiten,15
1575,eintippen,15
1576,entbrennen,15
1577,erachten,15
1578,ernten,15
1579,erringen,15
1580,faxen,15
1581,inspirieren,15
1582,mildern,15
1583,minimieren,15
1584,mitlesen,15
1585,nachbessern,15
1586,nützen,15
1587,posten,15
1588,protokollieren,15
1589,regieren,15
1590,renovieren,15
1591,reproduzieren,15
1592,rügen,15
1593,schnellen,15
1594,suggerieren,15
1595,trinken,15
1596,trösten,15
1597,überbieten,15
1598,verankern,15
1599,verlangsamen,15
1600,verstummen,15
1601,wähnen,15
1602,wegnehmen,15
1603,zaubern,15
1604,zeugen,15
1605,zugrundeliegen,15
1606,zuhören,15
1607,zurückmelden,15
1608,zusammenwachsen,15
1609,abfinden,14
1610,abliefern,14
1611,abschicken,14
1612,abwandern,14
1613,addieren,14
1614,anheuern,14
1615,anlehnen,14
1616,aufpolieren,14
1617,ausblenden,14
1618,aussterben,14
1619,besinnen,14
1620,bezichtigen,14
1621,bilanzieren,14
1622,blocken,14
1623,bröckeln,14
1624,dümpeln,14
1625,einklinken,14
1626,erlernen,14
1627,ermutigen,14
1628,feilen,14
1629,flattern,14
1630,fortschreiten,14
1631,freistellen,14
1632,herausholen,14
1633,herausnehmen,14
1634,hervorbringen,14
1635,indizieren,14
1636,jagen,14
1637,kalkulieren,14
1638,klassifizieren,14
1639,kriegen,14
1640,lachen,14
1641,mitziehen,14
1642,munkeln,14
1643,nachbilden,14
1644,nachlassen,14
1645,näherkommen,14
1646,opfern,14
1647,plagen,14
1648,projizieren,14
1649,schlittern,14
1650,schweben,14
1651,sprengen,14
1652,standhalten,14
1653,streben,14
1654,umdrehen,14
1655,unterteilen,14
1656,updaten,14
1657,vereinigen,14
1658,verschonen,14
1659,vorbleiben,14
1660,weiterarbeiten,14
1661,weitermachen,14
1662,weiterreichen,14
1663,wettmachen,14
1664,zurückholen,14
1665,zuschicken,14
1666,abbuchen,13
1667,abwälzen,13
1668,anspielen,13
1669,auffliegen,13
1670,aufsuchen,13
1671,aufwachen,13
1672,ausreizen,13
1673,beschreiten,13
1674,beugen,13
1675,deinstallieren,13
1676,deklarieren,13
1677,eindämmen,13
1678,einfordern,13
1679,einmischen,13
1680,entgegensetzen,13
1681,erstehen,13
1682,erwachsen,13
1683,gesellen,13
1684,gliedern,13
1685,hemmen,13
1686,herhalten,13
1687,hüllen,13
1688,jubeln,13
1689,kochen,13
1690,lancieren,13
1691,loslegen,13
1692,meistern,13
1693,mischen,13
1694,mitbekommen,13
1695,montieren,13
1696,nerven,13
1697,nötigen,13
1698,pochen,13
1699,pressen,13
1700,respektieren,13
1701,schrauben,13
1702,siegen,13
1703,sponsern,13
1704,stiften,13
1705,stilllegen,13
1706,stolpern,13
1707,umkrempeln,13
1708,umschauen,13
1709,umschreiben,13
1710,umwerben,13
1711,verbünden,13
1712,verdächtigen,13
1713,verderben,13
1714,verdonnern,13
1715,vermerken,13
1716,verschlingen,13
1717,versilbern,13
1718,verstopfen,13
1719,vervielfältigen,13
1720,verweilen,13
1721,verwerten,13
1722,verwickeln,13
1723,vorbeischauen,13
1724,vorenthalten,13
1725,weiterverfolgen,13
1726,zieren,13
1727,zurückerhalten,13
1728,zurückerstatten,13
1729,zuwiderlaufen,13
1730,abspringen,12
1731,anberaumen,12
1732,angleichen,12
1733,anhäufen,12
1734,anmieten,12
1735,anschreiben,12
1736,archivieren,12
1737,auffahren,12
1738,auffüllen,12
1739,aufrollen,12
1740,aufrücken,12
1741,aussenden,12
1742,bannen,12
1743,bedingen,12
1744,begutachten,12
1745,beigeben,12
1746,belassen,12
1747,bereiterklären,12
1748,blättern,12
1749,bombardieren,12
1750,charakterisieren,12
1751,debattieren,12
1752,debütieren,12
1753,drauflegen,12
1754,dulden,12
1755,durchleuchten,12
1756,durchziehen,12
1757,einfinden,12
1758,einlesen,12
1759,einschleichen,12
1760,einwenden,12
1761,entschädigen,12
1762,entschärfen,12
1763,entspringen,12
1764,erkundigen,12
1765,erlösen,12
1766,erwehren,12
1767,extrahieren,12
1768,fernsteuern,12
1769,filmen,12
1770,gestehen,12
1771,gleichziehen,12
1772,hapern,12
1773,hauen,12
1774,herabsetzen,12
1775,hinblättern,12
1776,kodieren,12
1777,kreisen,12
1778,meiden,12
1779,mithelfen,12
1780,mobilisieren,12
1781,obliegen,12
1782,orakeln,12
1783,praktizieren,12
1784,privatisieren,12
1785,quittieren,12
1786,referieren,12
1787,refinanzieren,12
1788,rotieren,12
1789,schmelzen,12
1790,schnüren,12
1791,schockieren,12
1792,schwimmen,12
1793,signieren,12
1794,streiken,12
1795,tendieren,12
1796,tippen,12
1797,trüben,12
1798,überrollen,12
1799,überwiegen,12
1800,umkehren,12
1801,umlenken,12
1802,umrüsten,12
1803,unterminieren,12
1804,verabreden,12
1805,verfeinern,12
1806,verheißen,12
1807,vertiefen,12
1808,voranschreiten,12
1809,vorherrschen,12
1810,vormerken,12
1811,vorschweben,12
1812,weichen,12
1813,weiterwachsen,12
1814,zerren,12
1815,zögern,12
1816,zurückstellen,12
1817,abgewinnen,11
1818,abkassieren,11
1819,abkühlen,11
1820,abrücken,11
1821,absorbieren,11
1822,abwiegeln,11
1823,administrieren,11
1824,anvisieren,11
1825,attestieren,11
1826,aufatmen,11
1827,aufräumen,11
1828,aufziehen,11
1829,aushöhlen,11
1830,beschwichtigen,11
1831,besichtigen,11
1832,bessern,11
1833,betätigen,11
1834,diagnostizieren,11
1835,diktieren,11
1836,einheimsen,11
1837,einkalkulieren,11
1838,einschreiben,11
1839,einweihen,11
1840,eliminieren,11
1841,entgegenhalten,11
1842,entkommen,11
1843,entkräften,11
1844,entspannen,11
1845,erstreiten,11
1846,experimentieren,11
1847,fernhalten,11
1848,fokussieren,11
1849,geloben,11
1850,hageln,11
1851,handhaben,11
1852,heranreichen,11
1853,herausrücken,11
1854,hochfahren,11
1855,illustrieren,11
1856,imitieren,11
1857,irritieren,11
1858,kehren,11
1859,klarmachen,11
1860,komplettieren,11
1861,kreieren,11
1862,kundtun,11
1863,liebäugeln,11
1864,lokalisieren,11
1865,mitsteigern,11
1866,offenhalten,11
1867,outen,11
1868,partizipieren,11
1869,pendeln,11
1870,pfeifen,11
1871,plazieren,11
1872,ranken,11
1873,residieren,11
1874,scheiden,11
1875,schwächeln,11
1876,schwächen,11
1877,sprudeln,11
1878,stapeln,11
1879,staunen,11
1880,strukturieren,11
1881,stürmen,11
1882,tanzen,11
1883,thematisieren,11
1884,transferieren,11
1885,trimmen,11
1886,trommeln,11
1887,überreden,11
1888,verdecken,11
1889,verrechnen,11
1890,versteuern,11
1891,vervollständigen,11
1892,vorbeikommen,11
1893,widerrufen,11
1894,zensieren,11
1895,zumessen,11
1896,zurückblicken,11
1897,zusenden,11
1898,zuspitzen,11
1899,abgrenzen,10
1900,abjagen,10
1901,abstreiten,10
1902,abtun,10
1903,anbelangen,10
1904,aneignen,10
1905,anmuten,10
1906,anschalten,10
1907,anvertrauen,10
1908,aufbohren,10
1909,aufbrechen,10
1910,auffinden,10
1911,auffrischen,10
1912,aufschrecken,10
1913,ausbezahlen,10
1914,ausbügeln,10
1915,auseinandergehen,10
1916,automatisieren,10
1917,autorisieren,10
1918,belieben,10
1919,bemessen,10
1920,beschwören,10
1921,bewahrheiten,10
1922,bewilligen,10
1923,buhlen,10
1924,diskriminieren,10
1925,einordnen,10
1926,einspringen,10
1927,entfachen,10
1928,entgegenbringen,10
1929,entgegnen,10
1930,ermuntern,10
1931,ertragen,10
1932,feilbieten,10
1933,formen,10
1934,fortschreiben,10
1935,fotografieren,10
1936,hereinfallen,10
1937,herumkommen,10
1938,herumschlagen,10
1939,inszenieren,10
1940,intensivieren,10
1941,kleben,10
1942,kühlen,10
1943,legalisieren,10
1944,legitimieren,10
1945,misstrauen,10
1946,mitverfolgen,10
1947,nachholen,10
1948,nachladen,10
1949,nahen,10
1950,navigieren,10
1951,ordnen,10
1952,profilieren,10
1953,pushen,10
1954,reiben,10
1955,rühmen,10
1956,speisen,10
1957,streuen,10
1958,taxieren,10
1959,toben,10
1960,überfluten,10
1961,überlisten,10
1962,übrigbleiben,10
1963,umrechnen,10
1964,verhageln,10
1965,verkommen,10
1966,vermehren,10
1967,vernehmen,10
1968,verwahren,10
1969,verwirren,10
1970,verwischen,10
1971,vonstattengehen,10
1972,vorpreschen,10
1973,votieren,10
1974,wegbrechen,10
1975,wegschnappen,10
1976,wettern,10
1977,wiederfinden,10
1978,zerbrechen,10
1979,zufließen,10
1980,zumuten,10
1981,zurückkaufen,10
1982,zurückschrecken,10
1983,zusammentragen,10
1984,zusehen,10
1985,abklemmen,9
1986,abschirmen,9
1987,abschotten,9
1988,absuchen,9
1989,akquirieren,9
1990,anstecken,9
1991,anstoßen,9
1992,auffressen,9
1993,aufschlüsseln,9
1994,auftreiben,9
1995,aufzählen,9
1996,auserküren,9
1997,ausmalen,9
1998,ausstechen,9
1999,backen,9
2000,befestigen,9
2001,befristen,9
2002,begehren,9
2003,begraben,9
2004,beimessen,9
2005,bejubeln,9
2006,belehren,9
2007,besteuern,9
2008,betrügen,9
2009,beunruhigen,9
2010,brodeln,9
2011,checken,9
2012,durchschreiten,9
2013,eingrenzen,9
2014,eintauschen,9
2015,einwilligen,9
2016,erkaufen,9
2017,erschöpfen,9
2018,ersticken,9
2019,fahnden,9
2020,fangen,9
2021,freimachen,9
2022,geistern,9
2023,gießen,9
2024,heraussuchen,9
2025,hinreißen,9
2026,hinschauen,9
2027,implantieren,9
2028,irren,9
2029,konsolidieren,9
2030,managen,9
2031,nachahmen,9
2032,nachschieben,9
2033,nähren,9
2034,plaudern,9
2035,prellen,9
2036,rendern,9
2037,restaurieren,9
2038,ruinieren,9
2039,schleusen,9
2040,schmeißen,9
2041,schnappen,9
2042,standardisieren,9
2043,stornieren,9
2044,straffen,9
2045,strecken,9
2046,tolerieren,9
2047,überbewerten,9
2048,überschatten,9
2049,verdammen,9
2050,verglühen,9
2051,verleiten,9
2052,verpuffen,9
2053,verschließen,9
2054,verselbstständigen,9
2055,verspüren,9
2056,versüßen,9
2057,vertrösten,9
2058,wegkommen,9
2059,wittern,9
2060,zerstreuen,9
2061,zuführen,9
2062,zurechnen,9
2063,zurechtfinden,9
2064,zurückerobern,9
2065,zurückkommen,9
2066,zusammenbauen,9
2067,zuspielen,9
2068,abgehen,8
2069,abgelten,8
2070,abkoppeln,8
2071,abkürzen,8
2072,absenken,8
2073,anfassen,8
2074,anknüpfen,8
2075,annähern,8
2076,anpacken,8
2077,anrechnen,8
2078,ansammeln,8
2079,anschicken,8
2080,antreffen,8
2081,anzapfen,8
2082,arrangieren,8
2083,aufdrängen,8
2084,aufkündigen,8
2085,aufschieben,8
2086,aufschwingen,8
2087,aufstehen,8
2088,ausbooten,8
2089,ausdienen,8
2090,ausgestalten,8
2091,aushändigen,8
2092,ausmerzen,8
2093,ausprägen,8
2094,ausschlachten,8
2095,ausschlagen,8
2096,ausspucken,8
2097,ausstrecken,8
2098,austreten,8
2099,avisieren,8
2100,bedanken,8
2101,befolgen,8
2102,belästigen,8
2103,betrauen,8
2104,draufzahlen,8
2105,durchdringen,8
2106,eindecken,8
2107,einfangen,8
2108,einnisten,8
2109,empören,8
2110,erfragen,8
2111,erhärten,8
2112,ermächtigen,8
2113,erpressen,8
2114,ersuchen,8
2115,festmachen,8
2116,fixieren,8
2117,fristen,8
2118,gutschreiben,8
2119,hassen,8
2120,heranführen,8
2121,herausbekommen,8
2122,hergeben,8
2123,herunterfahren,8
2124,hervortun,8
2125,hinauszögern,8
2126,hinbekommen,8
2127,hochtreiben,8
2128,interagieren,8
2129,isolieren,8
2130,klarkommen,8
2131,ködern,8
2132,kollidieren,8
2133,kompilieren,8
2134,losschlagen,8
2135,lotsen,8
2136,missachten,8
2137,mitbestimmen,8
2138,monopolisieren,8
2139,nachliefern,8
2140,nachreichen,8
2141,prangen,8
2142,proben,8
2143,raubkopieren,8
2144,rauschen,8
2145,rennen,8
2146,sanieren,8
2147,säubern,8
2148,scheren,8
2149,schleppen,8
2150,schneiden,8
2151,schrillen,8
2152,skizzieren,8
2153,stemmen,8
2154,toppen,8
2155,trügen,8
2156,tüfteln,8
2157,übertakten,8
2158,umfunktionieren,8
2159,unterbewerten,8
2160,unterordnen,8
2161,verfälschen,8
2162,verhören,8
2163,verscherbeln,8
2164,verschlucken,8
2165,versperren,8
2166,verspielen,8
2167,verstreichen,8
2168,vortäuschen,8
2169,wappnen,8
2170,witzeln,8
2171,zementieren,8
2172,zudrehen,8
2173,zufriedenstellen,8
2174,zugrundelegen,8
2175,zurücklehnen,8
2176,zusammengehen,8
2177,zusammenrücken,8
2178,zusammenstreichen,8
2179,abändern,7
2180,abdrucken,7
2181,abräumen,7
2182,abschieben,7
2183,abspalten,7
2184,abverlangen,7
2185,abzocken,7
2186,anfragen,7
2187,anfreunden,7
2188,anlasten,7
2189,anonymisieren,7
2190,anprangern,7
2191,anschlagen,7
2192,aufbessern,7
2193,aufheizen,7
2194,aufleben,7
2195,auftragen,7
2196,ausfechten,7
2197,aushalten,7
2198,auspacken,7
2199,austoben,7
2200,austricksen,7
2201,authentifizieren,7
2202,befähigen,7
2203,beifügen,7
2204,blühen,7
2205,boykottieren,7
2206,brillieren,7
2207,brummen,7
2208,brüten,7
2209,datieren,7
2210,degradieren,7
2211,durchfallen,7
2212,durchforsten,7
2213,durchgehen,7
2214,durchkommen,7
2215,durchmachen,7
2216,durchstarten,7
2217,einklagen,7
2218,einscannen,7
2219,einschüchtern,7
2220,einsenden,7
2221,einstampfen,7
2222,einzahlen,7
2223,entbinden,7
2224,entkoppeln,7
2225,entledigen,7
2226,entwenden,7
2227,entzünden,7
2228,erschrecken,7
2229,eskalieren,7
2230,fernbleiben,7
2231,florieren,7
2232,folgern,7
2233,formatieren,7
2234,fortfahren,7
2235,freisetzen,7
2236,freistehen,7
2237,fußen,7
2238,gegensteuern,7
2239,gelen,7
2240,gönnen,7
2241,gratulieren,7
2242,hantieren,7
2243,harmonisieren,7
2244,herantreten,7
2245,herausheben,7
2246,herauskristallisieren,7
2247,hereinholen,7
2248,herumsprechen,7
2249,hinkommen,7
2250,hinwegtäuschen,7
2251,hinwirken,7
2252,hinzurechnen,7
2253,interviewen,7
2254,jammern,7
2255,kandidieren,7
2256,knabbern,7
2257,knallen,7
2258,kranken,7
2259,lauschen,7
2260,leugnen,7
2261,limitieren,7
2262,liquidieren,7
2263,moderieren,7
2264,nachinstallieren,7
2265,nachmachen,7
2266,nachstellen,7
2267,orten,7
2268,postulieren,7
2269,prügeln,7
2270,quälen,7
2271,rauskommen,7
2272,reinigen,7
2273,reiten,7
2274,rentieren,7
2275,replizieren,7
2276,riechen,7
2277,schmuggeln,7
2278,schwinden,7
2279,schwingen,7
2280,segnen,7
2281,sensibilisieren,7
2282,spotten,7
2283,stimulieren,7
2284,stocken,7
2285,sträuben,7
2286,strömen,7
2287,titeln,7
2288,überlagern,7
2289,überrennen,7
2290,überschlagen,7
2291,umgeben,7
2292,umreißen,7
2293,umschiffen,7
2294,umschwenken,7
2295,umtaufen,7
2296,unterfüttern,7
2297,unterwandern,7
2298,validieren,7
2299,verdrahten,7
2300,verfliegen,7
2301,verlautbaren,7
2302,verschleiern,7
2303,verschwenden,7
2304,verzahnen,7
2305,verzehnfachen,7
2306,vorbeigehen,7
2307,vorbeiziehen,7
2308,vorgaukeln,7
2309,vorhersehen,7
2310,vorprogrammieren,7
2311,vorrücken,7
2312,vorwegnehmen,7
2313,wackeln,7
2314,weglassen,7
2315,weiterbilden,7
2316,weiterkommen,7
2317,wischen,7
2318,zerstreiten,7
2319,zukaufen,7
2320,zurückrudern,7
2321,zusammenpassen,7
2322,zusammentreffen,7
2323,zuschalten,7
2324,zuschauen,7
2325,zwischenspeichern,7
2326,abblasen,6
2327,abfedern,6
2328,abschöpfen,6
2329,abstammen,6
2330,abwägen,6
2331,amüsieren,6
2332,anraten,6
2333,anreisen,6
2334,anschieben,6
2335,anspringen,6
2336,anstacheln,6
2337,assistieren,6
2338,aufarbeiten,6
2339,aufdrehen,6
2340,auffassen,6
2341,aufhorchen,6
2342,aufmischen,6
2343,aufregen,6
2344,aufwachsen,6
2345,ausarten,6
2346,ausheben,6
2347,ausholen,6
2348,ausklammern,6
2349,ausliegen,6
2350,auswechseln,6
2351,auswerfen,6
2352,bedrängen,6
2353,beißen,6
2354,berauben,6
2355,bestreben,6
2356,beuteln,6
2357,blamieren,6
2358,dazulernen,6
2359,drängeln,6
2360,draufsetzen,6
2361,durchrechnen,6
2362,einengen,6
2363,einlaufen,6
2364,einschwenken,6
2365,einsperren,6
2366,eintrudeln,6
2367,entsorgen,6
2368,ereignen,6
2369,erlöschen,6
2370,ermahnen,6
2371,erstaunen,6
2372,erwidern,6
2373,fallenlassen,6
2374,faszinieren,6
2375,fernsehen,6
2376,fesseln,6
2377,festklopfen,6
2378,fliehen,6
2379,fortbilden,6
2380,freihalten,6
2381,frohlocken,6
2382,gebühren,6
2383,gegenüberstellen,6
2384,geleiten,6
2385,goutieren,6
2386,gucken,6
2387,heilen,6
2388,heranwachsen,6
2389,heraushalten,6
2390,herausrechnen,6
2391,herumstehen,6
2392,hinauskommen,6
2393,hinstellen,6
2394,hochgehen,6
2395,hochschnellen,6
2396,hochsetzen,6
2397,involvieren,6
2398,katapultieren,6
2399,klonen,6
2400,kompromittieren,6
2401,konterkarieren,6
2402,kratzen,6
2403,kriminalisieren,6
2404,kriseln,6
2405,lauern,6
2406,liberalisieren,6
2407,lichten,6
2408,loslassen,6
2409,mailen,6
2410,mindern,6
2411,mittragen,6
2412,mühen,6
2413,nachstehen,6
2414,nachsuchen,6
2415,nachzahlen,6
2416,näherrücken,6
2417,parken,6
2418,personalisieren,6
2419,pokern,6
2420,prädestinieren,6
2421,probieren,6
2422,ratifizieren,6
2423,rauben,6
2424,reglementieren,6
2425,reüssieren,6
2426,routen,6
2427,schmerzen,6
2428,schöpfen,6
2429,schreiten,6
2430,schwerfallen,6
2431,segeln,6
2432,sondieren,6
2433,staffeln,6
2434,statuieren,6
2435,taumeln,6
2436,triumphieren,6
2437,übertrumpfen,6
2438,überwerfen,6
2439,umdenken,6
2440,umkämpfen,6
2441,umlegen,6
2442,unken,6
2443,unterschlagen,6
2444,unterstehen,6
2445,vergraulen,6
2446,verharren,6
2447,verirren,6
2448,verkabeln,6
2449,verkalkulieren,6
2450,verschwimmen,6
2451,versinken,6
2452,verstellen,6
2453,verstricken,6
2454,vertun,6
2455,veruntreuen,6
2456,verzerren,6
2457,verzieren,6
2458,vollenden,6
2459,vorbestellen,6
2460,vorbringen,6
2461,vorverlegen,6
2462,währen,6
2463,wehtun,6
2464,weiterverarbeiten,6
2465,wetteifern,6
2466,widerstehen,6
2467,wiederbeleben,6
2468,wiederkommen,6
2469,wildern,6
2470,zirkulieren,6
2471,zuleiten,6
2472,zurückbekommen,6
2473,zurückfordern,6
2474,zurücklegen,6
2475,zusammenhalten,6
2476,zuschieben,6
2477,zuziehen,6
2478,abfallen,5
2479,abklappern,5
2480,abringen,5
2481,abschlagen,5
2482,abtelefonieren,5
2483,abwürgen,5
2484,anfahren,5
2485,anfügen,5
2486,angliedern,5
2487,anklingen,5
2488,ankreuzen,5
2489,anliefern,5
2490,aufbieten,5
2491,aufbrauchen,5
2492,aufschlagen,5
2493,aufstecken,5
2494,auftun,5
2495,aufweichen,5
2496,aufzwingen,5
2497,ausbeuten,5
2498,auseinanderklaffen,5
2499,ausfahren,5
2500,ausgrenzen,5
2501,beaufsichtigen,5
2502,beäugen,5
2503,beheimaten,5
2504,behelfen,5
2505,belächeln,5
2506,berichtigen,5
2507,besänftigen,5
2508,beschicken,5
2509,beschimpfen,5
2510,beschützen,5
2511,besiegen,5
2512,betiteln,5
2513,bevölkern,5
2514,bezeugen,5
2515,blenden,5
2516,browsen,5
2517,codieren,5
2518,diversifizieren,5
2519,downloaden,5
2520,draufschlagen,5
2521,durchtrennen,5
2522,editieren,5
2523,einchecken,5
2524,einkehren,5
2525,einschleusen,5
2526,einstimmen,5
2527,eintauchen,5
2528,einteilen,5
2529,einwirken,5
2530,emittieren,5
2531,entbündeln,5
2532,entlocken,5
2533,entsenden,5
2534,enttarnen,5
2535,entziffern,5
2536,erben,5
2537,erbitten,5
2538,ereilen,5
2539,erhitzen,5
2540,ernstnehmen,5
2541,erraten,5
2542,erschaffen,5
2543,erschnüffeln,5
2544,erübrigen,5
2545,erwärmen,5
2546,erwünschen,5
2547,evakuieren,5
2548,fabrizieren,5
2549,fabulieren,5
2550,fehlschlagen,5
2551,feilschen,5
2552,festliegen,5
2553,flirten,5
2554,floppen,5
2555,fortbestehen,5
2556,frequentieren,5
2557,frustrieren,5
2558,geheimhalten,5
2559,gewichten,5
2560,grinsen,5
2561,heimsuchen,5
2562,herabstufen,5
2563,heranrücken,5
2564,heraufsetzen,5
2565,herausarbeiten,5
2566,herausfordern,5
2567,herauslesen,5
2568,herauspicken,5
2569,herausragen,5
2570,herumtragen,5
2571,herunterspielen,5
2572,hervorstechen,5
2573,hinausschießen,5
2574,hinterherlaufen,5
2575,hochschaukeln,5
2576,hochschrauben,5
2577,irreführen,5
2578,klaffen,5
2579,klemmen,5
2580,kolportieren,5
2581,konstituieren,5
2582,konsultieren,5
2583,konsumieren,5
2584,leuchten,5
2585,lostreten,5
2586,manifestieren,5
2587,maßschneidern,5
2588,mitdenken,5
2589,miterleben,5
2590,mitprotokollieren,5
2591,mitschneiden,5
2592,mitverdienen,5
2593,münden,5
2594,nachbauen,5
2595,nachschlagen,5
2596,philosophieren,5
2597,predigen,5
2598,proklamieren,5
2599,promoten,5
2600,prozessieren,5
2601,rächen,5
2602,rauchen,5
2603,reaktivieren,5
2604,recyclen,5
2605,regen,5
2606,regnen,5
2607,ringen,5
2608,runden,5
2609,sabotieren,5
2610,saugen,5
2611,schielen,5
2612,schlüpfen,5
2613,schütteln,5
2614,schwappen,5
2615,schwelen,5
2616,schwören,5
2617,selektieren,5
2618,shoppen,5
2619,stöbern,5
2620,stöhnen,5
2621,strafen,5
2622,strapazieren,5
2623,stricken,5
2624,strotzen,5
2625,tadeln,5
2626,tanken,5
2627,tarnen,5
2628,ticken,5
2629,überfallen,5
2630,überschneiden,5
2631,überschwappen,5
2632,umfirmieren,5
2633,umgestalten,5
2634,umkreisen,5
2635,umprogrammieren,5
2636,umschlagen,5
2637,umtreiben,5
2638,unterbleiben,5
2639,unterlegen,5
2640,verbreitern,5
2641,verharmlosen,5
2642,verheizen,5
2643,verkehren,5
2644,vermiesen,5
2645,verprellen,5
2646,versechsfachen,5
2647,verspäten,5
2648,vervielfachen,5
2649,verzweifeln,5
2650,vorarbeiten,5
2651,vorkonfigurieren,5
2652,vorliebnehmen,5
2653,weiterbetreiben,5
2654,weiterleben,5
2655,weitervermieten,5
2656,weitervermitteln,5
2657,weiterverwenden,5
2658,widersetzen,5
2659,wirtschaften,5
2660,zocken,5
2661,zubilligen,5
2662,zucken,5
2663,zuendegehen,5
2664,zufriedengeben,5
2665,zunutzemachen,5
2666,zurückschalten,5
2667,zurücküberweisen,5
2668,zusammenfügen,5
2669,zuschießen,5
2670,zusetzen,5
2671,abdrehen,4
2672,aberkennen,4
2673,absahnen,4
2674,abschmettern,4
2675,abspecken,4
2676,abspeisen,4
2677,abstrahlen,4
2678,abstreifen,4
2679,abtragen,4
2680,abwerten,4
2681,abwinken,4
2682,adaptieren,4
2683,andienen,4
2684,andocken,4
2685,ankämpfen,4
2686,anklopfen,4
